x_px,y_px,x_norm,y_norm,yerr_px,yerr_norm,x,y,yerr
578.5,806.4520547945206,0.38764591439688717,0.0561184860895354,11.340417218543102,0.0146139397146174,3.742704280155642,0.48947888716283217,1.169115177169392
604.6778523489933,799.8053691275168,0.4131107513122503,0.06468380267072582,12.170891408388496,0.015684138412871772,3.7783550518371505,1.1747042136580657,1.2547310730297419
630.5,806.4520547945206,0.4382295719844358,0.0561184860895354,11.995283266484016,0.01545783926093301,3.81352140077821,0.48947888716283217,1.2366271408746408
656.2450331125829,802.6092715231788,0.46327337851418565,0.0610705263876562,12.170891408388496,0.015684138412871772,3.84858272991986,0.8856421110124959,1.2547310730297419
681.8907936507937,786.7511111111111,0.4882206163918227,0.08150630011454763,11.995283266484016,0.01545783926093301,3.8835088629485517,2.52050400916381,1.2366271408746408
707.523178807947,794.9602649006622,0.5131548431983921,0.07092749368471363,8.539293589430512,0.011004244316276434,3.9184167804777488,1.6741994947770902,0.8803395453021147
733.3333333333334,790.6078431372549,0.5382619974059664,0.07653628461693951,11.340417218543102,0.0146139397146174,3.953566796368353,2.1229027693551608,1.169115177169392
759.0,795.1219047619047,0.5632295719844358,0.07071919489445266,11.340417218543102,0.0146139397146174,3.98852140077821,1.657535591556213,1.169115177169392
784.5603174603174,773.8059757236229,0.5880936940275461,0.09818817561388804,9.369767779275904,0.012074443014530804,4.0233311716385645,3.855054049111043,0.9659554411624643
810.4711111111111,789.5,0.6132987462170342,0.07796391752577314,9.369767779275904,0.012074443014530804,4.0586182447038475,2.2371134020618513,0.9659554411624643
836.0790960451977,792.4971751412429,0.6382092373980522,0.07410157842623333,6.6925477647057905,0.008624417222559008,4.093492932357273,1.9281262740986662,0.6899533778047207
861.9035087719299,778.5394736842105,0.6633302614512936,0.09208830710797611,8.105231188314294,0.01044488555195141,4.1286623660318105,3.3670645686380887,0.8355908441561127
887.6494565217391,776.3360507246377,0.6883749577059719,0.09492776968474514,8.105231188314294,0.01044488555195141,4.16372494078836,3.5942215747796116,0.8355908441561127
913.4224137931035,786.5919540229886,0.713445927814303,0.08171139945491157,12.864353125411226,0.016577774646148485,4.198824298940024,2.5369119563929257,1.3262219716918788
938.8926174496644,797.7046979865772,0.7382223905152377,0.06739085311008086,12.864353125411226,0.016577774646148485,4.233511346721333,1.391268248806469,1.3262219716918788
964.6333333333333,801.0,0.7632619974059662,0.06314432989690721,12.864353125411226,0.016577774646148485,4.2685667963683525,1.0515463917525771,1.3262219716918788
990.3333333333334,802.6078431372549,0.7882619974059664,0.06107236709116637,12.864353125411226,0.016577774646148485,4.303566796368353,0.8857893672933095,1.3262219716918788
1016.0469798657718,797.1409395973154,0.8132752722429687,0.06811734587974816,8.630961660720455,0.011122373274124298,4.338585381140156,1.4493876703798527,0.8897898619299438
1041.8282828282827,788.4640522875817,0.8383543607279015,0.07929890169126075,7.24894589601465,0.00934142512373022,4.373696105019062,2.34391213530086,0.7473140098984176
1068.0,786.7205882352941,0.8638132295719845,0.08154563371740442,8.630961660720455,0.011122373274124298,4.4093385214007785,2.5236506973923536,0.8897898619299438
1093.703947368421,798.296052631579,0.8888170694245341,0.06662879815518175,8.368096424517375,0.010783629413037855,4.444343897194347,1.3303038524145396,0.8626903530430284
1119.38,803.54,0.9137937743190663,0.05987113402061861,8.105231188314294,0.01044488555195141,4.479311284046693,0.7896907216494888,0.8355908441561127
1144.9377777777777,799.8895238095238,0.9386554258538693,0.06457535591556218,7.992602308724801,0.010299745243202063,4.514117596195417,1.1660284732449746,0.823979619456165
1170.8581081081081,795.0,0.9638697549689768,0.07087628865979378,9.4872469530201,0.01222583370234549,4.549417656956567,1.6701030927835028,0.9780666961876392
1196.1913286713288,782.5895571095571,0.9885129656335884,0.08686912743613784,7.146545568615202,0.009209465938937116,4.583918151887024,2.949530194891027,0.7367572751149692
